province;product_types;currency;product_group_id;product_line;value;date
KUYAVIA-POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.34;2001-10
HOLY CROSS;;PLN;2.0;pork ham cooked - per 1kg;15.78;1999-10
SUBCARPATHIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2013-8
OPOLE;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2012-10
PODLASKIE;;PLN;2.0;pork ham cooked - per 1kg;16.76;2019-5
WEST POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.19;1999-6
KUYAVIA-POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.19;2001-8
SUBCARPATHIA;;PLN;2.0;Hunter's sausage dried - per 1kg;0.0;2015-7
LESSER POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2008-11
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.66;2013-8
OPOLE;;PLN;2.0;smoked bacon with ribs - per 1kg;16.9;2013-9
MASOVIA;;PLN;2.0;pork belly cooked - per 1kg;15.58;2001-5
HOLY CROSS;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2017-9
GREATER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.08;1999-10
SUBCARPATHIA;;PLN;2.0;barley groats sausage - per 1kg;7.45;2018-1
POLAND;;PLN;2.0;pork ham cooked - per 1kg;22.17;2014-7
SILESIA;;PLN;2.0;barley groats sausage - per 1kg;7.1;2013-7
HOLY CROSS;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2013-3
MASOVIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;21.67;2008-9
ŁÓDŹ;;PLN;2.0;barley groats sausage - per 1kg;4.86;2004-1
OPOLE;;PLN;2.0;Italian head cheese - per 1kg;12.75;2016-10
LUBLIN;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.6699999999999995;2003-11
LOWER SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2016-11
LUBLIN;white table salt bagged - per 1kg;PLN;3.0;;0.0;2007-9
GREATER POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;23.97;2009-8
MASOVIA;;PLN;2.0;smoked bacon with ribs - per 1kg;19.35;2017-5
WEST POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2019-10
LOWER SILESIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.32;2018-5
OPOLE;;PLN;2.0;dressed chickens - per 1kg;6.49;2012-11
MASOVIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.05;2015-9
SUBCARPATHIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;10.24;2009-9
PODLASKIE;;PLN;2.0;boneless beef (sirloin) - per 1kg;21.42;2008-11
POMERANIA;;PLN;2.0;Hunter's sausage dried - per 1kg;20.93;2003-5
LUBUSZ;;PLN;2.0;barley groats sausage - per 1kg;8.65;2016-7
WARMIA-MASURIA;;PLN;2.0;fresh non-dressed trout - per 1kg;7.23;2004-10
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.26;2007-5
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.46;2016-4
GREATER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.76;2002-5
LOWER SILESIA;;PLN;2.0;pork belly cooked - per 1kg;14.28;2008-6
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.63;2016-5
LUBLIN;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.12;2017-4
WARMIA-MASURIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2001-8
ŁÓDŹ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.96;2011-6
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2001-2
POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;15.91;2007-6
GREATER POLAND;;PLN;2.0;dressed chickens - per 1kg;6.46;2013-3
GREATER POLAND;;PLN;2.0;smoked bacon with ribs - per 1kg;13.0;2011-2
GREATER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.79;2012-8
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2012-6
LESSER POLAND;;PLN;2.0;pork belly cooked - per 1kg;12.25;2003-1
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;1.84;2000-6
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2006-1
WEST POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.79;2005-12
HOLY CROSS;;PLN;2.0;pork ham cooked - per 1kg;19.64;2001-12
HOLY CROSS;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2003-8
LESSER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2001-5
LUBUSZ;;PLN;2.0;boneless beef (sirloin) - per 1kg;17.41;2004-7
LESSER POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2003-12
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.91;2008-8
WARMIA-MASURIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;28.99;2012-8
KUYAVIA-POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;19.79;2017-5
SUBCARPATHIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;2003-10
OPOLE;;PLN;2.0;boneless beef (sirloin) - per 1kg;34.06;2018-8
PODLASKIE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;4.07;2012-5
KUYAVIA-POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.34;2015-9
POLAND;;PLN;2.0;pork ham cooked - per 1kg;19.34;2009-2
OPOLE;;PLN;2.0;boneless beef (sirloin) - per 1kg;14.15;2002-2
WEST POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;13.62;2008-11
GREATER POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;11.23;2015-2
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;23.38;2015-4
LUBLIN;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.14;2008-10
POLAND;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;11.21;1999-3
HOLY CROSS;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.07;2019-5
POLAND;;PLN;4.0;bread - per 1kg;;2003-7
OPOLE;;PLN;2.0;fresh non-dressed carp - per 1kg;;2018-8
LOWER SILESIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.03;1999-7
POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;10.4;2001-11
LUBLIN;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;1999-1
PODLASKIE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.0;2014-8
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.71;2016-6
SUBCARPATHIA;;PLN;4.0;bread - per 1kg;;2009-1
OPOLE;natural chocolate plain - per 1kg;PLN;3.0;;12.13;2007-10
LOWER SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2001-7
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.02;2011-12
LUBLIN;;PLN;2.0;Italian head cheese - per 1kg;8.69;2009-10
MASOVIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2008-10
WEST POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2007-3
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2013-6
LOWER SILESIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2013-7
WARMIA-MASURIA;;PLN;2.0;pork belly cooked - per 1kg;16.5;2011-2
MASOVIA;apple juice, boxed - per 1l;PLN;1.0;;2.55;2012-7
HOLY CROSS;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2016-6
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2012-7
WARMIA-MASURIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2012-3
SILESIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;11.99;2002-10
POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.24;2014-5
ŁÓDŹ;;PLN;2.0;boneless beef (sirloin) - per 1kg;26.96;2016-7
LUBUSZ;;PLN;2.0;Italian head cheese - per 1kg;5.98;2004-9
LUBLIN;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2007-11
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2000-1
LUBUSZ;;PLN;4.0;bread - per 1kg;;2014-10
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.94;2003-8
WEST POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2014-2
OPOLE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2017-5
LOWER SILESIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;9.89;2001-6
SUBCARPATHIA;;PLN;2.0;smoked bacon with ribs - per 1kg;11.62;2004-3
GREATER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-8
PODLASKIE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;1.9;2017-3
ŁÓDŹ;;PLN;4.0;bread - per 1kg;;2011-12
OPOLE;;PLN;4.0;bread - per 1kg;;2003-7
WARMIA-MASURIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.23;2010-5
LESSER POLAND;apple juice, boxed - per 1l;PLN;1.0;;1.71;2017-8
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.2;2018-6
PODLASKIE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.87;2010-10
ŁÓDŹ;;PLN;2.0;pork belly cooked - per 1kg;14.03;1999-8
GREATER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.32;2013-2
HOLY CROSS;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.34;2002-9
PODLASKIE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.25;2010-2
WEST POMERANIA;;PLN;2.0;dressed chickens - per 1kg;6.16;2008-11
LOWER SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2017-12
KUYAVIA-POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.91;2016-12
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2000-3
LUBLIN;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2009-12
WEST POMERANIA;;PLN;2.0;dressed chickens - per 1kg;6.96;2011-5
LESSER POLAND;;PLN;2.0;pork ham cooked - per 1kg;14.49;2003-2
WARMIA-MASURIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.51;2006-11
WARMIA-MASURIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2004-10
SUBCARPATHIA;;PLN;4.0;bread - per 1kg;;2004-9
LESSER POLAND;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.28;2013-7
POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;17.87;2016-6
OPOLE;;PLN;2.0;fresh non-dressed carp - per 1kg;;2004-2
OPOLE;;PLN;4.0;Masurian barley groats - per 1kg;0.0;1999-10
SILESIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;32.54;2017-6
POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;0.61;2019-11
GREATER POLAND;;PLN;2.0;dressed chickens - per 1kg;4.63;2001-12
GREATER POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;3.36;2012-10
GREATER POLAND;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.21;2015-8
GREATER POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;9.25;2004-5
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.11;2000-12
SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2018-5
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2018-12
HOLY CROSS;;PLN;2.0;fresh non-dressed carp - per 1kg;;2011-4
LUBUSZ;;PLN;2.0;boneless beef (sirloin) - per 1kg;21.53;2006-8
LUBUSZ;;PLN;2.0;barley groats sausage - per 1kg;7.46;2015-8
ŁÓDŹ;;PLN;2.0;pork ham cooked - per 1kg;16.53;2001-5
WARMIA-MASURIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2011-10
LUBLIN;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2003-1
PODLASKIE;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2004-4
GREATER POLAND;;PLN;2.0;barley groats sausage - per 1kg;4.03;2002-2
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2011-2
ŁÓDŹ;;PLN;2.0;Italian head cheese - per 1kg;6.72;2000-10
OPOLE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.63;2014-12
GREATER POLAND;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.33;1999-11
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.9;2001-12
POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.4;2012-9
SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.62;2006-6
KUYAVIA-POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2013-7
PODLASKIE;;PLN;4.0;bread - per 1kg;;2015-5
SILESIA;;PLN;2.0;pork belly cooked - per 1kg;14.35;2005-2
LUBUSZ;;PLN;2.0;barley groats sausage - per 1kg;8.39;2016-1
ŁÓDŹ;;PLN;2.0;salted herring, non-dressed - per 1kg;5.09;2008-12
POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;7.21;2004-6
POLAND;;PLN;2.0;smoked bacon with ribs - per 1kg;15.31;2019-10
LOWER SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.45;2002-1
MASOVIA;;PLN;2.0;Italian head cheese - per 1kg;9.95;2010-12
WARMIA-MASURIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2001-4
HOLY CROSS;;PLN;2.0;smoked bacon with ribs - per 1kg;16.25;2017-9
MASOVIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.79;1999-1
POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;11.19;1999-6
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;15.54;2002-5
LUBLIN;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;11.42;2019-3
PODLASKIE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.8;2001-11
POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.24;2007-7
ŁÓDŹ;;PLN;2.0;pork belly cooked - per 1kg;17.29;2014-1
OPOLE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.95;2016-4
GREATER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2010-1
GREATER POLAND;apple juice, boxed - per 1l;PLN;1.0;;0.66;2001-8
POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2003-10
LUBUSZ;white table salt bagged - per 1kg;PLN;3.0;;0.0;2015-1
OPOLE;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.24;2008-10
POLAND;;PLN;2.0;dressed chickens - per 1kg;4.82;2003-2
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2009-4
HOLY CROSS;;PLN;4.0;Masurian barley groats - per 1kg;1.77;2009-12
MASOVIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2018-3
POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2019-1
LOWER SILESIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2007-10
KUYAVIA-POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2010-4
ŁÓDŹ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2003-2
ŁÓDŹ;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.23;2016-12
GREATER POLAND;;PLN;2.0;pork belly cooked - per 1kg;13.14;2006-10
POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;18.22;2010-1
ŁÓDŹ;;PLN;2.0;pork ham cooked - per 1kg;15.8;2003-4
LUBUSZ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2015-4
PODLASKIE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.1;2002-1
GREATER POLAND;;PLN;2.0;pork ham cooked - per 1kg;21.14;2017-9
POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.06;2018-5
POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2014-11
GREATER POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;30.84;2017-6
WEST POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.75;2006-5
KUYAVIA-POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.67;2005-8
LUBLIN;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2005-11
MASOVIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2016-6
SUBCARPATHIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;7.96;2000-3
POLAND;natural chocolate plain - per 1kg;PLN;3.0;;14.24;2019-9
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.17;2002-4
LUBLIN;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2009-4
WEST POMERANIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2018-2
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;17.86;2011-5
MASOVIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;1999-9
POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2015-10
LOWER SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2012-9
LUBLIN;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2015-8
OPOLE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.49;2009-10
LUBLIN;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.12;2014-6
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2002-1
POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.75;2001-6
SUBCARPATHIA;;PLN;2.0;pork ham cooked - per 1kg;16.43;2000-10
LESSER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2011-5
OPOLE;;PLN;2.0;boneless beef (sirloin) - per 1kg;31.71;2012-10
POMERANIA;;PLN;4.0;bread - per 1kg;;2015-9
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1.0;;1.0;2003-6
POLAND;;PLN;2.0;pork belly cooked - per 1kg;15.88;2011-7
ŁÓDŹ;beet sugar white, bagged - per 1kg;PLN;3.0;;2.81;2005-4
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.24;2001-6
SILESIA;;PLN;4.0;bread - per 1kg;;2004-8
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2004-8
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2008-12
LESSER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.6;2014-7
LUBUSZ;;PLN;2.0;pork ham cooked - per 1kg;19.36;2011-11
POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.45;2013-2
WARMIA-MASURIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.15;2019-4
PODLASKIE;;PLN;2.0;pork belly cooked - per 1kg;15.43;2004-9
MASOVIA;;PLN;2.0;salted herring, non-dressed - per 1kg;2.48;2018-2
LOWER SILESIA;beet sugar white, bagged - per 1kg;PLN;3.0;;1.95;2014-11
GREATER POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;3.18;2009-9
SILESIA;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2003-2
PODLASKIE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.47;2013-10
LUBUSZ;beet sugar white, bagged - per 1kg;PLN;3.0;;0.26;2019-8
ŁÓDŹ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.42;2017-5
KUYAVIA-POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.98;2005-2
WARMIA-MASURIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2014-3
LUBUSZ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2018-10
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;1999-3
PODLASKIE;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2015-9
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2012-2
LESSER POLAND;;PLN;2.0;barley groats sausage - per 1kg;4.73;2008-6
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;2.26;2016-1
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;22.68;2013-7
ŁÓDŹ;white table salt bagged - per 1kg;PLN;3.0;;0.0;2001-11
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2013-9
MASOVIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2019-5
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2009-5
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2004-8
LUBUSZ;;PLN;2.0;smoked bacon with ribs - per 1kg;3.05;2018-6
SUBCARPATHIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2013-6
KUYAVIA-POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2004-12
WEST POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;9.33;1999-12
LUBUSZ;;PLN;2.0;dressed chickens - per 1kg;5.15;2001-12
PODLASKIE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2010-5
SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.53;2000-9
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;11.71;2007-8
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.19;2011-9
LOWER SILESIA;;PLN;2.0;pork belly cooked - per 1kg;17.81;2012-11
SUBCARPATHIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.3;2004-7
GREATER POLAND;;PLN;2.0;smoked bacon with ribs - per 1kg;11.17;2005-3
LOWER SILESIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2005-4
KUYAVIA-POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;6.43;2011-7
LUBUSZ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.41;2003-6
KUYAVIA-POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.13;2013-7
LOWER SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.68;2000-1
OPOLE;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2009-8
HOLY CROSS;;PLN;4.0;Masurian barley groats - per 1kg;1.66;2010-6
POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;9.97;2008-11
KUYAVIA-POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.3;2010-7
PODLASKIE;;PLN;2.0;smoked bacon with ribs - per 1kg;12.82;2004-3
LUBLIN;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2011-7
LUBUSZ;;PLN;2.0;Italian head cheese - per 1kg;5.93;2005-2
KUYAVIA-POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;6.85;2005-3
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2013-5
HOLY CROSS;;PLN;2.0;pork  meat (raw bacon) - per 1kg;9.51;2006-9
ŁÓDŹ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.28;2014-2
HOLY CROSS;;PLN;2.0;pork ham cooked - per 1kg;16.69;2007-11
SILESIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;2003-8
ŁÓDŹ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2002-5
LESSER POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;11.0;2002-9
GREATER POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;2.77;2002-11
SUBCARPATHIA;;PLN;2.0;smoked bacon with ribs - per 1kg;12.22;2005-1
PODLASKIE;;PLN;2.0;smoked bacon with ribs - per 1kg;11.38;2006-10
WARMIA-MASURIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2016-5
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2011-10
KUYAVIA-POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.28;2006-2
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2006-3
OPOLE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2017-7
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2014-10
WEST POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;13.07;2003-5
LOWER SILESIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.21;2019-7
SILESIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.33;2017-11
WARMIA-MASURIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2009-3
OPOLE;;PLN;2.0;boneless beef (sirloin) - per 1kg;17.81;2004-6
POLAND;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;7.67;2003-1
WARMIA-MASURIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2000-7
LUBUSZ;;PLN;2.0;beef with bone (rump steak) - per 1kg;10.82;2002-5
LOWER SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;12.3;2003-6
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;18.1;1999-4
GREATER POLAND;;PLN;2.0;dressed chickens - per 1kg;5.75;2009-11
WARMIA-MASURIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2004-1
POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.89;1999-12
WEST POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;1.76;2008-11
LUBUSZ;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2014-5
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.01;1999-9
WEST POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2007-2
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2001-5
LUBUSZ;;PLN;2.0;smoked bacon with ribs - per 1kg;18.24;2017-10
POLAND;;PLN;4.0;bread - per 1kg;;2019-6
WEST POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.93;2004-1
WARMIA-MASURIA;;PLN;2.0;smoked bacon with ribs - per 1kg;15.65;2016-6
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;7.3;2019-7
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;18.12;2004-9
LESSER POLAND;;PLN;2.0;Italian head cheese - per 1kg;10.17;2015-5
LUBLIN;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.31;2015-1
PODLASKIE;;PLN;4.0;bread - per 1kg;;2009-4
