province;product_types;currency;product_group_id;product_line;value;date;product;month;year;quarter
SUBCARPATHIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2009-03-01;beet sugar white, bagged - per 1kg;3.0;2009.0;1.0
LUBUSZ;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.75;2003-11-01;pork  with bone (center-cut pork chop) - per 1kg;11.0;2003.0;4.0
LUBUSZ;white table salt bagged - per 1kg;PLN;3.0;;0.0;2005-09-01;white table salt bagged - per 1kg;9.0;2005.0;3.0
GREATER POLAND;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.97;2013-09-01;pork meat with bone (shoulder) - per 1kg;9.0;2013.0;3.0
MASOVIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;26.48;2018-05-01;beef with bone (rump steak) - per 1kg;5.0;2018.0;2.0
MASOVIA;30% tomato concentrate - per 1kg;PLN;1.0;;7.86;2017-04-01;30% tomato concentrate - per 1kg;4.0;2017.0;2.0
WEST POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2004-06-01;fresh non-dressed trout - per 1kg;6.0;2004.0;2.0
WARMIA-MASURIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2014-08-01;white table salt bagged - per 1kg;8.0;2014.0;3.0
PODLASKIE;;PLN;2.0;dressed chickens - per 1kg;4.92;2000-05-01;dressed chickens - per 1kg;5.0;2000.0;2.0
HOLY CROSS;;PLN;2.0;beef with bone (rump steak) - per 1kg;21.42;2013-11-01;beef with bone (rump steak) - per 1kg;11.0;2013.0;4.0
LUBLIN;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2018-09-01;30% tomato concentrate - per 1kg;9.0;2018.0;3.0
LUBUSZ;;PLN;2.0;pork belly cooked - per 1kg;17.0;2018-11-01;pork belly cooked - per 1kg;11.0;2018.0;4.0
SUBCARPATHIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2013-11-01;salted herring, non-dressed - per 1kg;11.0;2013.0;4.0
POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.44;2011-06-01;Poznan wheat flour, bagged - per 1kg;6.0;2011.0;2.0
POLAND;;PLN;2.0;dressed chickens - per 1kg;4.63;2019-07-01;dressed chickens - per 1kg;7.0;2019.0;3.0
ŁÓDŹ;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2005-05-01;Masurian barley groats - per 1kg;5.0;2005.0;2.0
ŁÓDŹ;frozen carrot and pea mix - per 1kg;EUR;1.0;;1.37;2007-03-01;frozen carrot and pea mix - per 1kg;3.0;2007.0;1.0
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;3.81;2001-03-01;barley groats sausage - per 1kg;3.0;2001.0;1.0
LOWER SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2018-04-01;Masurian barley groats - per 1kg;4.0;2018.0;2.0
LESSER POLAND;;PLN;2.0;dressed chickens - per 1kg;6.63;2012-08-01;dressed chickens - per 1kg;8.0;2012.0;3.0
WARMIA-MASURIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;13.7;2003-03-01;boneless beef (sirloin) - per 1kg;3.0;2003.0;1.0
POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.13;2007-09-01;Backpacker's canned pork meat - per 300 g;9.0;2007.0;3.0
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.06;2008-01-01;plain mixed bread (wheat-rye) - per 1kg;1.0;2008.0;1.0
POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;27.71;2012-11-01;boneless beef (sirloin) - per 1kg;11.0;2012.0;4.0
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;14.04;2018-04-01;pork  meat (raw bacon) - per 1kg;4.0;2018.0;2.0
LESSER POLAND;;PLN;2.0;pork belly cooked - per 1kg;14.1;2019-11-01;pork belly cooked - per 1kg;11.0;2019.0;4.0
OPOLE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.89;2019-03-01;plain mixed bread (wheat-rye) - per 1kg;3.0;2019.0;1.0
KUYAVIA-POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;9.71;2000-11-01;beef with bone (rump steak) - per 1kg;11.0;2000.0;4.0
MASOVIA;30% tomato concentrate - per 1kg;PLN;1.0;;1.8;2001-02-01;30% tomato concentrate - per 1kg;2.0;2001.0;1.0
SUBCARPATHIA;30% tomato concentrate - per 1kg;PLN;1.0;;10.81;2015-02-01;30% tomato concentrate - per 1kg;2.0;2015.0;1.0
OPOLE;;PLN;2.0;Italian head cheese - per 1kg;6.26;2003-04-01;Italian head cheese - per 1kg;4.0;2003.0;2.0
WARMIA-MASURIA;30% tomato concentrate - per 1kg;PLN;1.0;;8.31;2018-03-01;30% tomato concentrate - per 1kg;3.0;2018.0;1.0
POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;8.96;2012-07-01;salted herring, non-dressed - per 1kg;7.0;2012.0;3.0
LUBUSZ;;PLN;2.0;fresh non-dressed carp - per 1kg;;2019-02-01;fresh non-dressed carp - per 1kg;2.0;2019.0;1.0
GREATER POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;;2003-12-01;fresh non-dressed trout - per 1kg;12.0;2003.0;4.0
POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.42;2018-11-01;white table salt bagged - per 1kg;11.0;2018.0;4.0
KUYAVIA-POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;7.36;2007-04-01;haddock fillets frozen - per 1kg;4.0;2007.0;2.0
HOLY CROSS;;PLN;2.0;pork belly cooked - per 1kg;19.83;2017-11-01;pork belly cooked - per 1kg;11.0;2017.0;4.0
KUYAVIA-POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.89;2002-06-01;Poznan wheat flour, bagged - per 1kg;6.0;2002.0;2.0
ŁÓDŹ;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.11;2014-10-01;pork  with bone (center-cut pork chop) - per 1kg;10.0;2014.0;4.0
LUBUSZ;;PLN;2.0;pork ham cooked - per 1kg;22.4;2014-11-01;pork ham cooked - per 1kg;11.0;2014.0;4.0
GREATER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;16.14;2002-03-01;natural chocolate plain - per 1kg;3.0;2002.0;1.0
HOLY CROSS;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2015-08-01;fresh chicken eggs - per 10pcs.;8.0;2015.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;7.28;2010-07-01;salted herring, non-dressed - per 1kg;7.0;2010.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;5.74;2017-08-01;dressed chickens - per 1kg;8.0;2017.0;3.0
LESSER POLAND;;PLN;2.0;Italian head cheese - per 1kg;6.71;2001-07-01;Italian head cheese - per 1kg;7.0;2001.0;3.0
LUBUSZ;;PLN;2.0;dressed chickens - per 1kg;5.07;1999-08-01;dressed chickens - per 1kg;8.0;1999.0;3.0
PODLASKIE;;PLN;2.0;Italian head cheese - per 1kg;6.51;2001-08-01;Italian head cheese - per 1kg;8.0;2001.0;3.0
LOWER SILESIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2010-11-01;haddock fillets frozen - per 1kg;11.0;2010.0;4.0
POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2003-07-01;fresh non-dressed carp - per 1kg;7.0;2003.0;3.0
WARMIA-MASURIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;22.76;2008-08-01;boneless beef (sirloin) - per 1kg;8.0;2008.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;2002-05-01;fresh non-dressed trout - per 1kg;5.0;2002.0;2.0
HOLY CROSS;;PLN;2.0;barley groats sausage - per 1kg;6.64;2011-12-01;barley groats sausage - per 1kg;12.0;2011.0;4.0
SUBCARPATHIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.76;2004-09-01;pork  with bone (center-cut pork chop) - per 1kg;9.0;2004.0;3.0
LESSER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.46;2013-03-01;white table salt bagged - per 1kg;3.0;2013.0;1.0
LUBLIN;;PLN;4.0;bread - per 1kg;;2018-04-01;bread - per 1kg;4.0;2018.0;2.0
KUYAVIA-POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.56;2011-03-01;pork  with bone (center-cut pork chop) - per 1kg;3.0;2011.0;1.0
LUBUSZ;;PLN;4.0;bread - per 1kg;;2002-12-01;bread - per 1kg;12.0;2002.0;4.0
MASOVIA;;PLN;2.0;dressed chickens - per 1kg;6.06;2012-06-01;dressed chickens - per 1kg;6.0;2012.0;2.0
LESSER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2014-07-01;buckwheat groats roasted whole - per 1kg;7.0;2014.0;3.0
KUYAVIA-POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2018-12-01;Poznan wheat flour, bagged - per 1kg;12.0;2018.0;4.0
POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;11.9;2015-01-01;pork  meat (raw bacon) - per 1kg;1.0;2015.0;1.0
LUBLIN;;PLN;4.0;bread - per 1kg;;2002-08-01;bread - per 1kg;8.0;2002.0;3.0
WARMIA-MASURIA;;PLN;2.0;smoked bacon with ribs - per 1kg;17.14;2014-12-01;smoked bacon with ribs - per 1kg;12.0;2014.0;4.0
MASOVIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.87;2010-08-01;buckwheat groats roasted whole - per 1kg;8.0;2010.0;3.0
WARMIA-MASURIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.42;2014-11-01;pork  meat (raw bacon) - per 1kg;11.0;2014.0;4.0
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.02;2014-12-01;Poznan wheat flour, bagged - per 1kg;12.0;2014.0;4.0
OPOLE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2014-11-01;whole pickled cucumbers 0.9l - per 1pc.;11.0;2014.0;4.0
POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2012-07-01;frozen carrot and pea mix - per 1kg;7.0;2012.0;3.0
PODLASKIE;;PLN;2.0;smoked bacon with ribs - per 1kg;13.29;2007-03-01;smoked bacon with ribs - per 1kg;3.0;2007.0;1.0
LOWER SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.74;2008-11-01;Backpacker's canned pork meat - per 300 g;11.0;2008.0;4.0
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;22.42;2015-03-01;Hunter's sausage dried - per 1kg;3.0;2015.0;1.0
POLAND;;PLN;2.0;dressed chickens - per 1kg;5.23;2000-07-01;dressed chickens - per 1kg;7.0;2000.0;3.0
HOLY CROSS;;PLN;4.0;bread - per 1kg;;2000-12-01;bread - per 1kg;12.0;2000.0;4.0
PODLASKIE;;PLN;4.0;Masurian barley groats - per 1kg;1.79;2016-06-01;Masurian barley groats - per 1kg;6.0;2016.0;2.0
LOWER SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.46;2007-06-01;pork meat with bone (shoulder) - per 1kg;6.0;2007.0;2.0
ŁÓDŹ;;PLN;2.0;dressed chickens - per 1kg;6.03;2012-09-01;dressed chickens - per 1kg;9.0;2012.0;3.0
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.14;2001-04-01;buckwheat groats roasted whole - per 1kg;4.0;2001.0;2.0
WARMIA-MASURIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2016-08-01;white table salt bagged - per 1kg;8.0;2016.0;3.0
SILESIA;;PLN;4.0;bread - per 1kg;;2014-12-01;bread - per 1kg;12.0;2014.0;4.0
SILESIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2012-08-01;fresh non-dressed trout - per 1kg;8.0;2012.0;3.0
GREATER POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;19.7;2016-10-01;haddock fillets frozen - per 1kg;10.0;2016.0;4.0
LESSER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.53;2013-07-01;white table salt bagged - per 1kg;7.0;2013.0;3.0
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2012-10-01;Poznan wheat flour, bagged - per 1kg;10.0;2012.0;4.0
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2003-03-01;Poznan wheat flour, bagged - per 1kg;3.0;2003.0;1.0
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2004-09-01;fresh non-dressed carp - per 1kg;9.0;2004.0;3.0
MASOVIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;4.74;2018-06-01;whole pickled cucumbers 0.9l - per 1pc.;6.0;2018.0;2.0
ŁÓDŹ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.11;1999-10-01;pork meat with bone (shoulder) - per 1kg;10.0;1999.0;4.0
HOLY CROSS;;PLN;2.0;fresh non-dressed carp - per 1kg;;2013-08-01;fresh non-dressed carp - per 1kg;8.0;2013.0;3.0
SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2000-07-01;salted herring, non-dressed - per 1kg;7.0;2000.0;3.0
SILESIA;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2000-01-01;fresh non-dressed carp - per 1kg;1.0;2000.0;1.0
SILESIA;;PLN;2.0;dressed chickens - per 1kg;5.52;2007-10-01;dressed chickens - per 1kg;10.0;2007.0;4.0
SILESIA;;PLN;2.0;Italian head cheese - per 1kg;5.83;2002-10-01;Italian head cheese - per 1kg;10.0;2002.0;4.0
WEST POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.59;2001-04-01;buckwheat groats roasted whole - per 1kg;4.0;2001.0;2.0
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;20.88;2008-04-01;Hunter's sausage dried - per 1kg;4.0;2008.0;2.0
MASOVIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.08;2003-11-01;pork meat with bone (shoulder) - per 1kg;11.0;2003.0;4.0
POLAND;natural chocolate plain - per 1kg;PLN;3.0;;13.78;2012-04-01;natural chocolate plain - per 1kg;4.0;2012.0;2.0
WARMIA-MASURIA;;PLN;2.0;Hunter's sausage dried - per 1kg;19.61;2011-10-01;Hunter's sausage dried - per 1kg;10.0;2011.0;4.0
MASOVIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;14.68;2005-01-01;beef with bone (rump steak) - per 1kg;1.0;2005.0;1.0
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;15.98;2000-10-01;pork ham cooked - per 1kg;10.0;2000.0;4.0
SUBCARPATHIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2011-03-01;fresh non-dressed carp - per 1kg;3.0;2011.0;1.0
LESSER POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2017-04-01;beet sugar white, bagged - per 1kg;4.0;2017.0;2.0
SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;5.8;2004-11-01;30% tomato concentrate - per 1kg;11.0;2004.0;4.0
SILESIA;;PLN;2.0;haddock fillets frozen - per 1kg;17.6;2013-11-01;haddock fillets frozen - per 1kg;11.0;2013.0;4.0
PODLASKIE;;PLN;4.0;bread - per 1kg;;2011-04-01;bread - per 1kg;4.0;2011.0;2.0
PODLASKIE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;3.31;2009-06-01;whole pickled cucumbers 0.9l - per 1pc.;6.0;2009.0;2.0
MASOVIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.97;2019-11-01;Backpacker's canned pork meat - per 300 g;11.0;2019.0;4.0
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2003-10-01;Poznan wheat flour, bagged - per 1kg;10.0;2003.0;4.0
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;18.21;2015-11-01;Hunter's sausage dried - per 1kg;11.0;2015.0;4.0
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;17.07;2002-05-01;pork ham cooked - per 1kg;5.0;2002.0;2.0
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2018-08-01;Masurian barley groats - per 1kg;8.0;2018.0;3.0
MASOVIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2007-09-01;fresh non-dressed trout - per 1kg;9.0;2007.0;3.0
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2018-06-01;frozen carrot and pea mix - per 1kg;6.0;2018.0;2.0
POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;24.2;2015-11-01;beef with bone (rump steak) - per 1kg;11.0;2015.0;4.0
PODLASKIE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.45;2007-08-01;buckwheat groats roasted whole - per 1kg;8.0;2007.0;3.0
SILESIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;10.61;2008-08-01;pork  meat (raw bacon) - per 1kg;8.0;2008.0;3.0
POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;17.36;2009-01-01;pork belly cooked - per 1kg;1.0;2009.0;1.0
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2006-01-01;haddock fillets frozen - per 1kg;1.0;2006.0;1.0
WARMIA-MASURIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2011-08-01;fresh chicken eggs - per 10pcs.;8.0;2011.0;3.0
OPOLE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;9.52;2006-01-01;pork  meat (raw bacon) - per 1kg;1.0;2006.0;1.0
KUYAVIA-POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.45;2004-12-01;30% tomato concentrate - per 1kg;12.0;2004.0;4.0
MASOVIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2000-08-01;30% tomato concentrate - per 1kg;8.0;2000.0;3.0
WEST POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2010-02-01;whole pickled cucumbers 0.9l - per 1pc.;2.0;2010.0;1.0
SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;12.44;2019-10-01;Hunter's sausage dried - per 1kg;10.0;2019.0;4.0
LUBUSZ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2019-01-01;Poznan wheat flour, bagged - per 1kg;1.0;2019.0;1.0
LUBUSZ;;PLN;2.0;fresh non-dressed trout - per 1kg;;2000-05-01;fresh non-dressed trout - per 1kg;5.0;2000.0;2.0
ŁÓDŹ;;PLN;2.0;pork ham cooked - per 1kg;18.92;2015-01-01;pork ham cooked - per 1kg;1.0;2015.0;1.0
POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;10.1;2015-11-01;30% tomato concentrate - per 1kg;11.0;2015.0;4.0
SUBCARPATHIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.03;2008-03-01;Backpacker's canned pork meat - per 300 g;3.0;2008.0;1.0
SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2000-03-01;buckwheat groats roasted whole - per 1kg;3.0;2000.0;1.0
LESSER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.33;2002-03-01;white table salt bagged - per 1kg;3.0;2002.0;1.0
SUBCARPATHIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2018-12-01;natural chocolate plain - per 1kg;12.0;2018.0;4.0
PODLASKIE;;PLN;2.0;Hunter's sausage dried - per 1kg;24.52;2016-05-01;Hunter's sausage dried - per 1kg;5.0;2016.0;2.0
WEST POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;12.3;2008-05-01;haddock fillets frozen - per 1kg;5.0;2008.0;2.0
POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2015-08-01;fresh chicken eggs - per 10pcs.;8.0;2015.0;3.0
ŁÓDŹ;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2003-06-01;fresh non-dressed carp - per 1kg;6.0;2003.0;2.0
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;5.88;2013-02-01;dressed chickens - per 1kg;2.0;2013.0;1.0
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.8;2017-11-01;whole pickled cucumbers 0.9l - per 1pc.;11.0;2017.0;4.0
ŁÓDŹ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2018-12-01;haddock fillets frozen - per 1kg;12.0;2018.0;4.0
PODLASKIE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.18;2005-10-01;pork  with bone (center-cut pork chop) - per 1kg;10.0;2005.0;4.0
LUBLIN;white table salt bagged - per 1kg;PLN;3.0;;0.0;2018-03-01;white table salt bagged - per 1kg;3.0;2018.0;1.0
OPOLE;;PLN;2.0;smoked bacon with ribs - per 1kg;13.21;2008-09-01;smoked bacon with ribs - per 1kg;9.0;2008.0;3.0
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;13.07;1999-08-01;natural chocolate plain - per 1kg;8.0;1999.0;3.0
LOWER SILESIA;;PLN;2.0;pork ham cooked - per 1kg;16.43;2002-10-01;pork ham cooked - per 1kg;10.0;2002.0;4.0
POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2010-11-01;natural chocolate plain - per 1kg;11.0;2010.0;4.0
SUBCARPATHIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.57;2003-05-01;pork  meat (raw bacon) - per 1kg;5.0;2003.0;2.0
POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;27.14;2011-09-01;boneless beef (sirloin) - per 1kg;9.0;2011.0;3.0
HOLY CROSS;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2008-02-01;buckwheat groats roasted whole - per 1kg;2.0;2008.0;1.0
LUBLIN;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.64;2018-09-01;pork meat with bone (shoulder) - per 1kg;9.0;2018.0;3.0
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2018-06-01;natural chocolate plain - per 1kg;6.0;2018.0;2.0
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;11.07;2015-04-01;pork  meat (raw bacon) - per 1kg;4.0;2015.0;2.0
OPOLE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.94;2017-10-01;pork  with bone (center-cut pork chop) - per 1kg;10.0;2017.0;4.0
PODLASKIE;;PLN;2.0;beef with bone (rump steak) - per 1kg;25.21;2017-06-01;beef with bone (rump steak) - per 1kg;6.0;2017.0;2.0
LOWER SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;6.08;2003-06-01;salted herring, non-dressed - per 1kg;6.0;2003.0;2.0
WEST POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;7.16;1999-03-01;fresh non-dressed carp - per 1kg;3.0;1999.0;1.0
LUBUSZ;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2013-06-01;fresh non-dressed trout - per 1kg;6.0;2013.0;2.0
MASOVIA;;PLN;2.0;pork belly cooked - per 1kg;13.35;2006-03-01;pork belly cooked - per 1kg;3.0;2006.0;1.0
WEST POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2017-06-01;Backpacker's canned pork meat - per 300 g;6.0;2017.0;2.0
POLAND;;PLN;4.0;bread - per 1kg;;2008-04-01;bread - per 1kg;4.0;2008.0;2.0
LUBUSZ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.42;2005-08-01;Poznan wheat flour, bagged - per 1kg;8.0;2005.0;3.0
SUBCARPATHIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2010-11-01;natural chocolate plain - per 1kg;11.0;2010.0;4.0
GREATER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2006-05-01;buckwheat groats roasted whole - per 1kg;5.0;2006.0;2.0
OPOLE;;PLN;2.0;pork belly cooked - per 1kg;15.68;2000-06-01;pork belly cooked - per 1kg;6.0;2000.0;2.0
LOWER SILESIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;1.78;2011-03-01;frozen carrot and pea mix - per 1kg;3.0;2011.0;1.0
KUYAVIA-POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;1.3;2007-02-01;haddock fillets frozen - per 1kg;2.0;2007.0;1.0
PODLASKIE;white table salt bagged - per 1kg;PLN;3.0;;0.0;2012-10-01;white table salt bagged - per 1kg;10.0;2012.0;4.0
HOLY CROSS;;PLN;4.0;bread - per 1kg;;2004-11-01;bread - per 1kg;11.0;2004.0;4.0
WARMIA-MASURIA;;PLN;2.0;pork ham cooked - per 1kg;20.92;2015-01-01;pork ham cooked - per 1kg;1.0;2015.0;1.0
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2008-12-01;frozen carrot and pea mix - per 1kg;12.0;2008.0;4.0
ŁÓDŹ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.58;2011-11-01;Poznan wheat flour, bagged - per 1kg;11.0;2011.0;4.0
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2006-05-01;fresh non-dressed carp - per 1kg;5.0;2006.0;2.0
GREATER POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;7.77;2015-03-01;salted herring, non-dressed - per 1kg;3.0;2015.0;1.0
WARMIA-MASURIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2009-09-01;Masurian barley groats - per 1kg;9.0;2009.0;3.0
LUBUSZ;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2009-07-01;30% tomato concentrate - per 1kg;7.0;2009.0;3.0
LOWER SILESIA;;PLN;4.0;bread - per 1kg;;2005-12-01;bread - per 1kg;12.0;2005.0;4.0
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2006-11-01;Poznan wheat flour, bagged - per 1kg;11.0;2006.0;4.0
HOLY CROSS;;PLN;2.0;Hunter's sausage dried - per 1kg;17.69;2003-06-01;Hunter's sausage dried - per 1kg;6.0;2003.0;2.0
SUBCARPATHIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.4;2005-10-01;pork meat with bone (shoulder) - per 1kg;10.0;2005.0;4.0
ŁÓDŹ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.11;2012-04-01;plain mixed bread (wheat-rye) - per 1kg;4.0;2012.0;2.0
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2013-02-01;Poznan wheat flour, bagged - per 1kg;2.0;2013.0;1.0
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1.0;;0.0;2017-04-01;apple juice, boxed - per 1l;4.0;2017.0;2.0
KUYAVIA-POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;11.7;1999-12-01;boneless beef (sirloin) - per 1kg;12.0;1999.0;4.0
LUBUSZ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.59;2006-12-01;buckwheat groats roasted whole - per 1kg;12.0;2006.0;4.0
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;21.09;2009-12-01;pork ham cooked - per 1kg;12.0;2009.0;4.0
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2013-01-01;bread - per 1kg;1.0;2013.0;1.0
MASOVIA;;PLN;2.0;Italian head cheese - per 1kg;6.23;2004-06-01;Italian head cheese - per 1kg;6.0;2004.0;2.0
